
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 1444404716027 ;MG ;ARAXA ;ALVORADA ;RUA JOSE QUINTINO AMANCIO, N. 70, LT 12A, QD 75 ;313.310,00;485.000,00;35.40;Casa, 0.00 de área total, 122.00 de área privativa, 290.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404716027
 1444405998395 ;MG ;ARAXA ;ALVORADA ;RUA JUVENAL PEREIRA MARQUES, N. 165, LT 44 E 45 QD 27 ;453.000,00;453.000,00;0.00;Casa, 0.00 de área total, 261.92 de área privativa, 300.00 de área do terreno,  3 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405998395
 10191653 ;MG ;ARAXA ;CENTRO ;RUA CARVALHO LOPES, N. 70 ;1.414.811,71;1.414.811,71;0.00;Casa, 0.00 de área total, 255.26 de área privativa, 267.27 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10191653
 1555536159666 ;MG ;ARGIRITA ;CENTRO ;RUA JOSE PARADELAS, N. 166 ;45.600,00;114.000,00;60.00;Casa, 44.96 de área total, 44.96 de área privativa, 77.08 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555536159666
 1555505732690 ;MG ;BAMBUI ;CENTRO ;RUA ANTERO TORRES, N. 408, 0 ;144.058,00;223.000,00;35.40;Casa, 0.00 de área total, 160.00 de área privativa, 160.00 de área do terreno, WC, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555505732690
 8555505955353 ;MG ;BARROSO ;NOVA BARROSO ;AVENIDA CARLOS ALBERTO MOURA PEREIRA DA SILVA, N. 659 ;53.102,03;100.000,00;46.90;Casa, 0.00 de área total, 48.00 de área privativa, 102.55 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555505955353
 8444409243974 ;MG ;BARROSO ;ESPLANADA ;RUA TRES, N. SN, LT 0 QD 3 ;94.843,98;40.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 248.43 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409243974
 1555529289134 ;MG ;BELO HORIZONTE ;CONJUNTO CALIFORNIA ;RUA DOS VIOLINOS, N. 204, Apto 104, BL C09 ;105.526,00;190.000,00;44.46;Apartamento, 0.00 de área total, 58.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555529289134
 8444422689891 ;MG ;BELO HORIZONTE ;FLAVIO DE OLIVEIRA B ;RUA SOLIDARIEDADE, N. 231, Apto 201, BL B ;99.000,00;165.000,00;40.00;Apartamento, 0.00 de área total, 57.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422689891
 8555536242480 ;MG ;BELO HORIZONTE ;CALIFORNIA ;RUA PLAZA MAYOR, N. 50, Apto 502, BL03 ;105.000,00;175.000,00;40.00;Apartamento, 0.00 de área total, 43.96 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536242480
 8555515234136 ;MG ;BELO HORIZONTE ;JARDIM VITORIA ;RUA DOS BORGES, N. 1390, Apto 103, BLOCO 12 ;81.000,00;135.000,00;40.00;Apartamento, 0.00 de área total, 43.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555515234136
 8555535736269 ;MG ;BELO HORIZONTE ;SAO GABRIEL ;RUA ANA PEREIRA MENEZES, N. 207, Apto 302, BLOCO 06 ;102.000,00;170.000,00;40.00;Apartamento, 0.00 de área total, 42.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535736269
 8555536241646 ;MG ;BELO HORIZONTE ;SAO GABRIEL ;RUA ANA PEREIRA MENEZES, N. 207, Apto 201, 2 PAV BLC 04 ;100.200,00;167.000,00;40.00;Apartamento, 0.00 de área total, 42.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536241646
 8444407857100 ;MG ;BELO HORIZONTE ;PLANALTO ;AVENIDA DOUTOR CRISTIANO GUIMARAES, N. 50, Apto 1408, LT 03 QD 108 ;127.800,00;213.000,00;40.00;Apartamento, 0.00 de área total, 62.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407857100
 8555535598087 ;MG ;BELO HORIZONTE ;ACAIACA ;RUA JOAO LEMOS, N. 285, Apto 404, LT 33 BL 03 ;91.800,00;153.000,00;40.00;Apartamento, 0.00 de área total, 45.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535598087
 8243200018655 ;MG ;BELO HORIZONTE ;JAQUELINE ;RUA JOAO GUSMAN, N. 10, Apto 104, 1 PAVIMENTO BLOCO 1 ;84.000,00;140.000,00;40.00;Apartamento, 0.00 de área total, 44.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8243200018655
 8555509546563 ;MG ;BELO HORIZONTE ;JAQUELINE ;RUA JOSE GOMES DOMINGUES, N. 2200, Apto 402, BL 15  LT 02  QD 106 ;95.400,00;159.000,00;40.00;Apartamento, 0.00 de área total, 52.92 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555509546563
 8555528170212 ;MG ;BELO HORIZONTE ;JULIANA ;RUA IZABEL RASO, N. 72, Apto 201, BLOCO 03 ;89.100,00;148.500,00;40.00;Apartamento, 0.00 de área total, 46.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528170212
 8555534606388 ;MG ;BELO HORIZONTE ;PAULO VI ;RUA ANTONIO MARIANO DE ABREU, N. 1030, Apto 403, 4 PAV, BL 10 ;96.000,00;160.000,00;40.00;Apartamento, 0.00 de área total, 47.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534606388
 1555509759771 ;MG ;BELO HORIZONTE ;VILA NOVA GAMELEIRA II ;RUA VICENTE SOLLARES, N. 46, LT 02 QT 110 ;381.600,00;636.000,00;40.00;Casa, 0.00 de área total, 319.85 de área privativa, 395.25 de área do terreno,  6 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555509759771
 1444406671926 ;MG ;BELO HORIZONTE ;MANACAS ;RUA RAUL SEIXAS, N. 455, Apto 101, BL C ;122.740,00;190.000,00;35.40;Apartamento, 0.00 de área total, 62.43 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406671926
 1555506422199 ;MG ;BELO HORIZONTE ;SERRANO ;AVENIDA HENFIL, N. 823, QD 06, LT 06, CS 04 ;390.830,00;605.000,00;35.40;Casa, 0.00 de área total, 111.52 de área privativa, 128.27 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555506422199
 1555531209410 ;MG ;BELO HORIZONTE ;HELIOPOLIS ;RUA DINAH ROCHA MELLO, N. 92, CS 01, LT 11, QT 16 ;682.822,00;1.057.000,00;35.40;Casa, 0.00 de área total, 427.48 de área privativa, 352.00 de área do terreno,  4 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531209410
 1555534848960 ;MG ;BELO HORIZONTE ;GLORIA ;RUA GALBA, N. 615, Apto 501, 5 PAVIMENTO VAGA 31 E 30 ;180.880,00;280.000,00;35.40;Apartamento, 0.00 de área total, 58.93 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555534848960
 1555534435356 ;MG ;BELO HORIZONTE ;CAMARGOS ;RUA BLENDA, N. 251, Apto 501, LT 01 BL 11 ;123.500,00;190.000,00;35.00;Apartamento, 0.00 de área total, 41.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555534435356
 8555534245482 ;MG ;BELO HORIZONTE ;CALIFORNIA ;RUA PLAZA MAYOR, N. 50, Apto 201, 2 PAV BLC 12 VG 211 ;137.475,00;211.500,00;35.00;Apartamento, 0.00 de área total, 43.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534245482
 8555535074053 ;MG ;BELO HORIZONTE ;CALIFORNIA ;RUA PLAZA MAYOR, N. 50, Apto 304, LT 01 QD BLOC 23 ;133.250,00;205.000,00;35.00;Apartamento, 0.00 de área total, 43.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535074053
 8787700638117 ;MG ;BELO HORIZONTE ;ITATIAIA ;AVENIDA PROFESSOR CLOVIS SALGADO, N. 747, Apto 103, BL 07 ;124.800,00;192.000,00;35.00;Apartamento, 0.00 de área total, 51.25 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700638117
 8444410071758 ;MG ;BELO HORIZONTE ;PLANALTO ;RUA OSORIO DUQUE ESTRADA, N. 560, Apto 201, BL 5 ;135.850,00;209.000,00;35.00;Apartamento, 0.00 de área total, 43.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410071758
 1444408666687 ;MG ;BELO HORIZONTE ;SANTA TEREZINHA ;RUA JULITA NOGUEIRA SOARES, N. 629, Apto 403, BL B6 ;122.200,00;188.000,00;35.00;Apartamento, 0.00 de área total, 65.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408666687
 1444417090962 ;MG ;BELO HORIZONTE ;CANDELARIA ;RUA CORRETOR JUVENTINO DE JESUS, N. 135, Apto 1203, BLOCO 02 ;217.558,16;325.000,00;33.06;Apartamento, 0.00 de área total, 67.31 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417090962
 1600000079174 ;MG ;BELO HORIZONTE ;COLEGIO BATISTA ;RUA UBA, N. 111, QD 16C LT 01 UNIDADE 111 ;525.198,00;770.000,00;31.80;Casa, 0.00 de área total, 235.00 de área privativa, 486.16 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000079174
 1555534046333 ;MG ;BELO HORIZONTE ;CASTELO ;AVENIDA MIGUEL PERRELA, N. 975, Apto 503, BL 5 ;200.900,00;287.000,00;30.00;Apartamento, 0.00 de área total, 48.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555534046333
 1555534145935 ;MG ;BELO HORIZONTE ;CASTELO ;AVENIDA MIGUEL PERRELA, N. 975, Apto 506, LT 47 48 52 QD 51 BL 06 ;210.000,00;300.000,00;30.00;Apartamento, 0.00 de área total, 48.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555534145935
 8555529770159 ;MG ;BELO HORIZONTE ;JAQUELINE ;RUA IZABEL RASO, N. 72, Apto 104, BL 01 ;94.500,00;135.000,00;30.00;Apartamento, 0.00 de área total, 45.65 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529770159
 10177318 ;MG ;BELO HORIZONTE ;AEROPORTO ;RUA NORALDINO LIMA, N. 389, Apto 301, BL 8 ;211.400,00;302.000,00;30.00;Apartamento, 0.00 de área total, 57.10 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10177318
 10148458 ;MG ;BELO HORIZONTE ;CASA BRANCA ;RUA POTUMAIO, N. S/N, LOTE 05, QUADRA 131 ;259.074,90;357.000,00;27.43;Terreno, 0.00 de área total, 0.00 de área privativa, 400.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10148458
 10166885 ;MG ;BELO HORIZONTE ;PALMEIRAS ;RUA SILVIO GUEDES, N. S/N, QD 53, LT 39 ;406.392,00;560.000,00;27.43;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10166885
 10174029 ;MG ;BELO HORIZONTE ;GUARANI ;AVENIDA SARAMENHA, N. 170, QD 31, LT 04 ;1.161.120,00;1.600.000,00;27.43;Galpão, 0.00 de área total, 820.00 de área privativa, 609.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10174029
 10173318 ;MG ;BELO HORIZONTE ;FERNAO DIAS ;RUA DORESÓPOLIS, N. 795, QD 21, LT 17 ;529.761,00;730.000,00;27.43;Terreno, 0.00 de área total, 0.00 de área privativa, 408.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10173318
 1444401549723 ;MG ;BELO HORIZONTE ;CALAFATE ;RUA AMPARO, N. 41, Apto 201, LT 16  QD 160 ;283.875,00;378.500,00;25.00;Apartamento, 0.00 de área total, 59.30 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401549723
 1444403019942 ;MG ;BELO HORIZONTE ;OURO PRETO ;AVENIDA FLEMING, N. 871, Apto 603, BL 01 ;277.500,00;370.000,00;25.00;Apartamento, 0.00 de área total, 63.76 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403019942
