
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 1444407131194 ;PE ;AFOGADOS DA INGAZEIRA ;DO COSTA ;RUA SEM DENOMINACAO 146, N. SN, LT 19, QD H ;101.500,00;145.000,00;30.00;Casa, 0.00 de área total, 96.00 de área privativa, 120.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407131194
 8444422783065 ;PE ;AFOGADOS DA INGAZEIRA ;São Braz ;RUA NELSON JOAO DE SIQUEIRA, N. 199, . ;119.000,00;119.000,00;0.00;Casa, 0.00 de área total, 89.28 de área privativa, 119.15 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422783065
 8444424415420 ;PE ;AGRESTINA ;CENTRO ;RUA WILSON MANOEL DA SILVA, N. 213, QD L  LT 44 ;81.178,40;136.000,00;40.31;Casa, 0.00 de área total, 60.61 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424415420
 8444422572323 ;PE ;AGRESTINA ;CENTRO ;RUA MOISES SOARES DA SILVA, N. 188, LT 090 QD M ;93.073,43;138.560,73;32.83;Casa, 0.00 de área total, 49.00 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422572323
 8444426153252 ;PE ;AGRESTINA ;BOSQUES DAS AGUAS ;RUA ALTO MOURA GUIMARAES, N. 54, LT 13A QD B LOT BOSQUE DAS AGUAS ;115.240,77;129.591,64;11.08;Casa, 0.00 de área total, 61.65 de área privativa, 126.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426153252
 8444416461663 ;PE ;AGRESTINA ;CENTRO ;AVENIDA MARIA CLOTILDES TAVARES, N. 151, LT 07 QD I ;114.000,00;114.000,00;0.00;Casa, 0.00 de área total, 77.05 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416461663
 8444424818125 ;PE ;AGRESTINA ;CENTRO ;AVENIDA FERNANDO DUARTE CABRAL, N. 54, LT 35 QD C ;129.280,08;120.000,00;0.00;Casa, 0.00 de área total, 54.84 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424818125
 1555525779293 ;PE ;ALIANCA ;DESM. GRANJA SANTO ;R GETULIO VARGAS, N. S/N, LOTE 04 ;37.211,79;67.000,00;44.47;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555525779293
 8444424811090 ;PE ;ALIANCA ;CENTRO ;RUA PROJETADA 55, N. 36 ;67.856,13;119.739,09;43.34;Casa, 0.00 de área total, 54.32 de área privativa, 162.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424811090
 8444425532136 ;PE ;ALIANCA ;LOT NOVA ALIANÇA ;R PROJETADA, N. 304, CS ;125.200,00;125.200,00;0.00;Casa, 0.00 de área total, 64.20 de área privativa, 120.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425532136
 10011661 ;PE ;AMARAJI ;CENTRO ;RUA ANTONIO GERVASIO DE SOUZA, N. 385 ;1.295.165,76;350.000,00;0.00;Casa, 0.00 de área total, 276.19 de área privativa, 230.34 de área do terreno,  5 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10011661
 8444411966350 ;PE ;ARARIPINA ;Alto da Boa Vista ;RUA PROJETADA, N. 214 ;161.272,20;291.000,00;44.58;Casa, 0.00 de área total, 103.74 de área privativa, 176.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411966350
 8444423682190 ;PE ;ARARIPINA ;Alto da Boa Vista ;RUA PROFESSOR ALAN NUNES DO NASCIMENTO, N. 16, LT 27  QD B ;95.400,00;159.000,00;40.00;Casa, 0.00 de área total, 85.00 de área privativa, 160.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423682190
 1444403221580 ;PE ;ARARIPINA ;Alto da Boa Vista ;AVENIDA MANOEL JACO DE SOUZA, N. 189 ;83.980,00;130.000,00;35.40;Casa, 103.95 de área total, 103.95 de área privativa, 178.50 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403221580
 10151733 ;PE ;ARARIPINA ;Alto da Boa Vista ;ESTRADA DO SITIO IRACEMA ;741.000,00;1.140.000,00;35.00;Terreno, 0.00 de área total, 0.00 de área privativa, 13622.40 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10151733
 1444410904980 ;PE ;ARARIPINA ;CENTRO ;RUA PROJETADA, N. 264, 0 ;136.566,31;210.102,02;35.00;Casa, 0.00 de área total, 158.11 de área privativa, 160.00 de área do terreno,  3 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410904980
 10164541 ;PE ;ARARIPINA ;ARARIPINA ;RUA PROJETADA I, N. S/N, QD E, LT 04 ;119.902,90;165.223,80;27.44;Terreno, 0.00 de área total, 0.00 de área privativa, 760.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10164541
 1555519856435 ;PE ;ARARIPINA ;CANASTRA ;RUA VEREADOR FRANCISCO JEU DE ANDRADE, N. SN, . ;290.640,18;312.097,70;6.88;Terreno, 0.00 de área total, 0.00 de área privativa, 1200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555519856435
 8444415379807 ;PE ;ARARIPINA ;Alto da Boa Vista ;RUA PROJETADA, N. 229, . ;138.000,00;138.000,00;0.00;Casa, 0.00 de área total, 95.34 de área privativa, 178.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415379807
 8444419402323 ;PE ;ARARIPINA ;SAO PEDRO ;R PROJETADA ATUAL RUA EVA COSTA REIS, N. SN, CS ;113.862,70;100.000,00;0.00;Casa, 0.00 de área total, 59.48 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419402323
 8444420781928 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA PROJETADA, N. 23, PT 04A-03, QD L, LT 14 ;44.330,10;107.000,00;58.57;Casa, 0.00 de área total, 64.70 de área privativa, 110.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420781928
 8787702602357 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA DO SOL, N. 100, Apto 103, BL E-2 ;44.330,10;107.000,00;58.57;Apartamento, 0.00 de área total, 48.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702602357
 8444403305170 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA TRES, N. 64, 0 ;38.793,99;70.796,04;45.21;Casa, 0.00 de área total, 55.15 de área privativa, 166.50 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403305170
 8444416135979 ;PE ;ARCOVERDE ;SANTOS DUMONT ;RUA TREZE, N. 270, QD M, LT 12 ;66.503,99;120.000,00;44.59;Casa, 0.00 de área total, 54.00 de área privativa, 200.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416135979
 8444404804587 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA CANDIDO ALVES LEITE, N. 210, LOTE 16 QUADRA J4A ;26.007,59;46.928,17;44.59;Casa, 0.00 de área total, 37.29 de área privativa, 126.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404804587
 8444418692719 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;AVENIDA NITEROI, N. 1016 ;44.335,99;80.000,00;44.59;Casa, 0.00 de área total, 40.00 de área privativa, 90.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418692719
 8444419589873 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA 7, N. S/N, QUADRA G LOTE 41B  CASA 15 ;60.961,99;110.000,00;44.59;Casa, 58.80 de área total, 58.80 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419589873
 8444420891766 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA 3, N. 54 ;67.594,49;121.967,70;44.59;Casa, 0.00 de área total, 81.94 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420891766
 8444423509811 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA DO SOL, N. 100, Apto 104, BL D-4 ;59.299,39;107.000,00;44.59;Apartamento, 0.00 de área total, 48.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423509811
 8444423878442 ;PE ;ARCOVERDE ;SANTOS DUMONT ;RUA SANTA MAURA, N. 5, LT 38 QD 102A ;66.504,00;120.000,00;44.58;Casa, 0.00 de área total, 75.73 de área privativa, 90.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423878442
 8444416930647 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA JUSCELINO KUBISTCHECK, N. 29, QD A, LT 29 ;49.878,00;90.000,00;44.58;Casa, 0.00 de área total, 55.20 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416930647
 8444419806483 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA JOVINIANO MARINHO ESPINDOLA, N. 168 ;57.082,60;103.000,00;44.58;Casa, 50.78 de área total, 50.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419806483
 8444422267750 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA CANDIDO ALVES LEITE, N. 62 ;64.841,40;117.000,00;44.58;Casa, 69.20 de área total, 69.20 de área privativa, 98.11 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422267750
 8555527685090 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA DO SOL, N. 100, APTO 102 PAVIMENTO TERREO BL B3 ;36.023,00;65.000,00;44.58;Apartamento, 0.00 de área total, 48.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527685090
 8787701484121 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA DO SOL, N. 100, Apto 104, TERREO BL E-1 ;57.636,80;104.000,00;44.58;Apartamento, 0.00 de área total, 48.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701484121
 8787702439367 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA DO SOL, N. 100, Apto 102, BL E2 ;57.636,80;104.000,00;44.58;Apartamento, 0.00 de área total, 48.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702439367
 8444423548299 ;PE ;ARCOVERDE ;BOA VISTA ;AVENIDA CONSELHEIRO JOAO ALFREDO, N. SN, LT 16 QD B ;39.669,00;70.000,00;43.33;Terreno, 0.00 de área total, 0.00 de área privativa, 175.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423548299
 8444419280295 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;AVENIDA RIO DE JANEIRO, N. 1064 ;48.721,69;77.385,15;37.05;Casa, 0.00 de área total, 45.00 de área privativa, 90.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419280295
 8444419376470 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA PROJETADA - DOZE, N. 05, LT 12B ;81.986,20;130.219,51;37.05;Casa, 76.78 de área total, 76.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419376470
 1444410054561 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;PRAÇA JOSÉ PEREIRA CRUZ, N. 78 ;119.509,99;185.000,00;35.41;Casa, 100.01 de área total, 100.01 de área privativa, 198.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410054561
 1444411004525 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA CAETANO GOMES DA SILVA, N. 93, LT 19, QD J ;143.411,99;222.000,00;35.41;Casa, 0.00 de área total, 99.03 de área privativa, 247.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411004525
 8444406928283 ;PE ;ARCOVERDE ;SAO CRISTOVAO ;RUA FLOR DE LIS, N. 221, QB, LT02 ;50.442,28;76.757,00;34.29;Casa, 52.25 de área total, 52.25 de área privativa, 117.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406928283
